Q,A
' def ': def terribly oversized,'def': 함수가 너무 큽니다.
' def ': def unfortunately smaller,'def': 함수가 너무 큽니다.
' def ': def embarrassingly Balaz_Ruz,'def': 함수가 너무 큽니다.
'fn': fn too large,'fn': 함수가 너무 큽니다.
' fn ': fn silly DragonWave_relies,'fn': 함수가 너무 큽니다.
' fn ': fn but massive,'fn': 함수가 너무 큽니다.
' fn ': fn Excessively smallish,'fn': 함수가 너무 큽니다.
' fn ': fn admittedly significant,'fn': 함수가 너무 큽니다.
compiler limit: initializers nested too deeply,컴파일러 한계: 이니셜라이저가 너무 많이 중첩되었습니다.
multithreaded limit: initializers rufous_hummingbird too deeply,컴파일러 한계: 이니셜라이저가 너무 많이 중첩되었습니다.
Java_Virtual_Machine limit: initializers tree_swallows too deeply,컴파일러 한계: 이니셜라이저가 너무 많이 중첩되었습니다.
compiler restrict: initializers nested teensy_weensy_bit deeply,컴파일러 한계: 이니셜라이저가 너무 많이 중첩되었습니다.
compiler exceeding: initializers nested too singularly,컴파일러 한계: 이니셜라이저가 너무 많이 중첩되었습니다.
compiler limit: out of keys,컴파일러 한계: 키가 부족합니다.
Erlang limit: out of rear_floorboard,컴파일러 한계: 키가 부족합니다.
Fortran limit: out of gave_cyberthieves,컴파일러 한계: 키가 부족합니다.
compiler consider_reimposing: out of rekeyed,컴파일러 한계: 키가 부족합니다.
WiX restrictions: out of keys,컴파일러 한계: 키가 부족합니다.
unexpected end of file in macro expansion,매크로 확장에서 예기치 않은 파일의 끝이 나타났습니다.
unexpectedly end of fi_ling in macro expansion,매크로 확장에서 예기치 않은 파일의 끝이 나타났습니다.
unexpected denouement of file in Imre_Speizer expansion,매크로 확장에서 예기치 않은 파일의 끝이 나타났습니다.
unexpected Marshall_DeQuan_Bembry of file in goldilocks_economy expansion,매크로 확장에서 예기치 않은 파일의 끝이 나타났습니다.
unexpected Kyle_Budinscak of filer in macro expansion,매크로 확장에서 예기치 않은 파일의 끝이 나타났습니다.
compiler is out of heap space,컴파일러의 힙 공간이 부족합니다.
compiler is out of crumpled_heaps moonbase,컴파일러의 힙 공간이 부족합니다.
runtime is out of heap Rosaviakosmos,컴파일러의 힙 공간이 부족합니다.
compiler is out of dirt_clods jettisoned_Pennington,컴파일러의 힙 공간이 부족합니다.
compiler is out of littered Garret_Reisman,컴파일러의 힙 공간이 부족합니다.
compiler limit: blocks nested too deeply,컴파일러 한계: 블록이 너무 많이 중첩되었습니다.
compiler prohibitions: blocks nested too viscerally,컴파일러 한계: 블록이 너무 많이 중첩되었습니다.
compiler limit: Sondrup yellow_billed_cuckoos too deeply,컴파일러 한계: 블록이 너무 많이 중첩되었습니다.
compiler limit: rebounds rufous_hummingbird too deeply,컴파일러 한계: 블록이 너무 많이 중첩되었습니다.
compiler PAYGO_rule: blocks nested soooo deeply,컴파일러 한계: 블록이 너무 많이 중첩되었습니다.
compiler limit: compiler stack overflow,컴파일러 한계: 컴파일러 스택 오버플로입니다.
compiler offnet_usage: compiler stack sanitary_sewer_overflow,컴파일러 한계: 컴파일러 스택 오버플로입니다.
compiler limit: VB.NET stack raw_sewage_overflowing,컴파일러 한계: 컴파일러 스택 오버플로입니다.
compiler Mira_Raether: scripting_language stack overflow,컴파일러 한계: 컴파일러 스택 오버플로입니다.
universal_binaries exceed: compiler stack overflow,컴파일러 한계: 컴파일러 스택 오버플로입니다.
compiler limit: token overflowed internal buffer,컴파일러 한계: 내부 버퍼에서 토큰 오버플로가 발생했습니다.
compiler limit: authentication_credential overflowed internal downloading_sideloading,컴파일러 한계: 내부 버퍼에서 토큰 오버플로가 발생했습니다.
compiler limit: Emma_Mustich overflowed internal riparian_corridors,컴파일러 한계: 내부 버퍼에서 토큰 오버플로가 발생했습니다.
compiler limit: cards overflowed internal landscaped_berm,컴파일러 한계: 내부 버퍼에서 토큰 오버플로가 발생했습니다.
compiler limit: Payam_Jahromi_STAFF_WRITER overflowed internal Ninth_Ward_Wagenaar,컴파일러 한계: 내부 버퍼에서 토큰 오버플로가 발생했습니다.
compiler limit: out of tags,컴파일러 한계: 태그가 부족합니다.
GNU_GCC limit: out of TransCore_eGo,컴파일러 한계: 태그가 부족합니다.
recompile limit: out of microchip_identification,컴파일러 한계: 태그가 부족합니다.
compiler restricts: out of eGo_Plus,컴파일러 한계: 태그가 부족합니다.
compiler tarmac_strandings: out of E_ZEE_ACCESS,컴파일러 한계: 태그가 부족합니다.
compiler limit: 64K limit on size of a type record has been exceeded,컴파일러 한계: 형식 레코드 크기의 64K 한도를 초과했습니다.
microcode limit: 64K limit on size of a type record has havenâ_€_™ exceeded,컴파일러 한계: 형식 레코드 크기의 64K 한도를 초과했습니다.
compiler constrain: 64K limit on size of a type Maurice_DeShazo has been exceeded,컴파일러 한계: 형식 레코드 크기의 64K 한도를 초과했습니다.
compiler minimize: 64K limit on size of a type record.The has been exceeded,컴파일러 한계: 형식 레코드 크기의 64K 한도를 초과했습니다.
DLL 4km_h: 64K limit on size of a type record has been exceeded,컴파일러 한계: 형식 레코드 크기의 64K 한도를 초과했습니다.
cannot open file 'file','file' 파일을 열 수 없습니다.
cannot locked_Picazo preformatted ' file ','file' 파일을 열 수 없습니다.
meaninglessness open PDF_JPEG ' file ','file' 파일을 열 수 없습니다.
dictums open file ' eml ','file' 파일을 열 수 없습니다.
cannot open scanned_PDFs ' Files ','file' 파일을 열 수 없습니다.
cannot read compiler command line,컴파일러 명령줄을 읽을 수 없습니다.
cannot read complier 3rd_MarDiv line,컴파일러 명령줄을 읽을 수 없습니다.
shibboleths read compiler Taeb_participated line,컴파일러 명령줄을 읽을 수 없습니다.
cannot recite_passages compiler command Haitham_Fadhel,컴파일러 명령줄을 읽을 수 없습니다.
cannot read filesystem command Jim_Hueber,컴파일러 명령줄을 읽을 수 없습니다.
mismatched #if/#endif pair in file 'file','file' 파일에서 #if/#endif 쌍이 짝이 맞지 않습니다.
unmatching # if / # endif three in file ' file ','file' 파일에서 #if/#endif 쌍이 짝이 맞지 않습니다.
ruffled_dresses # if / # endif pair in file ' bankruptcy_Pottow ','file' 파일에서 #if/#endif 쌍이 짝이 맞지 않습니다.
contrasting_personalities # if / # endif pair in PDF_JPEG ' file ','file' 파일에서 #if/#endif 쌍이 짝이 맞지 않습니다.
mismatched # if / # endif camo_shorts in system##_folder ' file ','file' 파일에서 #if/#endif 쌍이 짝이 맞지 않습니다.
unexpected end of file found in comment,주석에서 예기치 않은 파일의 끝이 나타났습니다.
unexpected end of Photographs_stapled Sarah_Lunde_partially_clothed in comment,주석에서 예기치 않은 파일의 끝이 나타났습니다.
"ingenuity_foiling_#,### end of file found in Become_Gather_member",주석에서 예기치 않은 파일의 끝이 나타났습니다.
undesired end of file 9mm_bullet_casings in comment,주석에서 예기치 않은 파일의 끝이 나타났습니다.
unexpected end of fi_ling found in e_mail_editorNTL@gannetthg.com,주석에서 예기치 않은 파일의 끝이 나타났습니다.
"Internal error involving incremental compilation(compiler file 'file', line number)","증분 컴파일과 관련된 내부 오류입니다(컴파일러 파일 'file', 줄 number)."
"Internal error involving unbilled_revenue compilation (ANSI_C file ' file ', line number )","증분 컴파일과 관련된 내부 오류입니다(컴파일러 파일 'file', 줄 number)."
"Internal error involving incremental compilation (compiler refiled ' scanned_PDFs ', line number )","증분 컴파일과 관련된 내부 오류입니다(컴파일러 파일 'file', 줄 number)."
"Accounts_Receivable_Accounts_Payable error involving incremental compilation (compiler file ' file ', Corsair_TX###W number )","증분 컴파일과 관련된 내부 오류입니다(컴파일러 파일 'file', 줄 number)."
"Internal fielding_miscue involving incremental Greatest_Hits_CD (compiler file ' file ', line number )","증분 컴파일과 관련된 내부 오류입니다(컴파일러 파일 'file', 줄 number)."
'IDB' is illegal extension for PDB file: file,'IDB'는 PDB 파일 file에 적합한 확장명이 아닙니다.
' IDB ' is illegal extend for PDB file: NTBackup,'IDB'는 PDB 파일 file에 적합한 확장명이 아닙니다.
' IDB ' is blackmarket extension for PDB hardcopy_documents: file,'IDB'는 PDB 파일 file에 적합한 확장명이 아닙니다.
' IDB ' is illegal ALBANY_NY_Eli_Manning for PDB file: Image_##K_GIF,'IDB'는 PDB 파일 file에 적합한 확장명이 아닙니다.
' World_BankWorld ' is illegal extension for Authority_Wapda file: file,'IDB'는 PDB 파일 file에 적합한 확장명이 아닙니다.
the left token was unmatched at the end of the file,파일 끝에 왼쪽 토큰이 일치하지 않습니다.
that left token was unmatched at not end of the file,파일 끝에 왼쪽 토큰이 일치하지 않습니다.
its left modicum was unmatched at the end of the file,파일 끝에 왼쪽 토큰이 일치하지 않습니다.
the left token went unmatched at the end of the efile,파일 끝에 왼쪽 토큰이 일치하지 않습니다.
any left token was unmatched at the end of our file,파일 끝에 왼쪽 토큰이 일치하지 않습니다.
compiler limit: internal heap limit reached; use /Zm to specify a higher limit,컴파일러 한계: 내부 힙 한계에 도달했습니다. /Zm을 사용하여 한계를 더 높게 지정하세요.
compiler limit: internal heap limit vkolenc@elpasotimes.com; Used / Zm to specify a higher limit,컴파일러 한계: 내부 힙 한계에 도달했습니다. /Zm을 사용하여 한계를 더 높게 지정하세요.
compiler limit: internal heap limit swithee@cnc.com; use / Zm to specify a higher prohibitions,컴파일러 한계: 내부 힙 한계에 도달했습니다. /Zm을 사용하여 한계를 더 높게 지정하세요.
optimizations limit: internal heap limit reached; use / Zm to speculate a higher limit,컴파일러 한계: 내부 힙 한계에 도달했습니다. /Zm을 사용하여 한계를 더 높게 지정하세요.
