Q,A
The clustering unit 108 clusters color patches converted to SIFT descriptors.,클러스터링부(108)는 SIFT 기술자로 변환된 컬러 패치들에 대한 클러스터링을 수행한다.
The second display 160b may be provided on the lower portion 101b of the electronic device.,상기 제2 디스플레이(160b) 는 상기 전자 장치의 하부(101b)에 구비될 수 있다.
The sound output unit 121 may emit sound signals output from the speaker module 140 to the outside.,음향 출력부(121)는 스피커 모듈(140)로부터 출력되는 음향 신호를 외부로 방출할 수 있다.
"For example, in the first sub-block, first to seventh erase loops LE1 to LE7 are illustrated.","예시적으로, 제1 서브 블록에서, 제1 내지 제 7 소거 루프들(LE1~LE7)이 도시되어 있다."
The user can register the biometric information in the registration device by changing the parameter.,사용자는 파라미터를 변경하여 생체 정보를 등록 장치에 등록할 수 있다.
The content providing system 100 may further include a gateway 140 and a content providing server 150.,콘텐트 제공 시스템(100)은 게이트웨이(140) 및 콘텐트 제공 서버(150)를 더욱 포함할 수 있다.
The memory device 3300 may be disposed on one surface of the substrate 3200 on which the SoC 3100 is disposed.,메모리 장치(3300)는 SoC(3100)가 배치된 기판(3200)의 일면에 배치될 수 있다.
"The UE (scheduled entity) may receive a noisy version of x, and should be denoted by x or equally u.","UE(스케줄링된 엔티티)는 x의 노이즈성 버전을 수신할 수도 있고, x 또는 균등하게 u로 표기해야 한다."
The processing node 11 may store task information T1 in an internal memory.,처리 노드(11)는 내부 메모리에 태스크 정보(T1)를 저장할 수 있다.
The unique model generator 205 may generate a user's unique model based on the input information and the restoration model.,고유 모델 생성부(205)는 입력 정보 및 복원 모델을 기반으로 사용자의 고유 모델을 생성할 수 있다.
"With this ICT hardware export-oriented structure alone, it has reached its limit in securing additional growth engines.",이러한 ICT 하드웨어 수출 위주의 구조만으로는 추가적인 성장 동력을 확보하는 데 한계에 도달하였다.
This is to absorb some of the cost of providing universal services or microfinance as revenue from private banking services.,이는 보편적 서비스나 소액 금융을 제공하는 비용 일부를 프라이빗 뱅킹 서비스에서의 수익으로 흡수하기 위한 목적이다.
Post office logistics also need to pay attention to this situation.,우체국 물류도 이러한 상황에 주목할 필요가 있다.
"Additionally or alternatively, the virtual rigid body may be configured to extend, in part, beyond the tool 20.","부가적으로 또는 대안적으로, 가상 강성 본체가, 부분적으로, 도구(20)를 넘어서 연장되도록 구성될 수 있다."
The output unit 145 outputs an execution result of the service executed in the device 200.,출력부(145)는 디바이스(200)에서 실행된 서비스의 실행 결과를 출력한다.
The first loss amount information may include information on an accumulated loss amount of compression units of 16 textures.,제 1 손실량 정보는 16개의 텍스처의 압축 단위들의 누적된 손실량에 대한 정보를 포함할 수 있다.
Blockchain is also called a public transaction ledger and is known as a technology that can respond to attacks that can occur when trading with virtual currency.,블록체인은 공공 거래 장부라고도 부르며 가상화폐로 거래할 때 발생할 수 있는 공격에 대응이 가능한 기술로 알려져 있다.
"According to an embodiment, a controller for controlling the first and second light source units may be further included.","일 실시 예에 따르면, 상기 제1 및 제2 광원부를 제어하는 제어부를 더 포함할 수 있다."
"According to an embodiment, the external electronic device may store biometric information and authentication information in the memory 1390.","한 실시예에 따르면, 외부 전자 장치는 메모리(1390)에 생체 정보와 인증 정보를 저장할 수 있다."
"Thereby, it is possible to present a skin sensation within the range that can be enjoyed as a game to the user.","이에 의해, 게임으로서 즐길 수 있는 범위 내의 피부 감각을 유저에게 제시할 수 있다."
The electronic device 100 determines a boot mode based on the usage information (S820).,전자 장치(100)는 사용 정보를 바탕으로 부팅 모드를 판단한다(S820).
A plurality of display devices 100a positioned on the left side of the symmetry axis J may be disposed along the y-axis direction.,대칭축(J)의 좌측에 위치하는 복수의 디스플레이 디바이스(100a)는 y축 방향을 따라 배치될 수 있다.
"Next, by using the QGIS 3.16.2 program, the regional distribution of the total and major industries among the young and middle-aged was analyzed.",다음으로 QGIS 3.16.2 프로그램을 활용하여 청년층과 중년층의 전체 및 주요 산업별 창업률의 지역적 분 포를 분석하였다.
"As ICT is applied to various fields, noticeable improvements in related technologies, products, and services are one of the main characteristics that the 4th industrial revolution will bring.","ICT가 다양한 분야들에 적용되면서 관련 기술들이나 제품들, 서비스들에서의 눈에 띄는 개선은 4차 산업혁명이 가져올 주요 특징 중 하나이다."
"In the future, by introducing a standard contract system, both substantive rights and obligations and procedural rights and obligations that can substantially protect the rights and interests of information subjects who are commonly “third parties” should be stipulated in detail.","향후 표준 계약서 제도를 도입하여 공통적으로 ""제3자""인 정보 주체의 권리·이익을 실질적으로 보호할 수 있는 실체적 권리·의무 조항과 절차적 권리·의무 조항을 모두 상세하게 규정해야 한다."
"Currently, weak AI technologies are capable of seeing, hearing, collecting and understanding information, and are capable of replacing some human functions.","현재 약한 인공 지능 기술은 보고, 듣고, 정보를 수집하고 이해할 수 있으며, 인간의 일부 기능을 대체할 수 있는 수준이다."
The network 40 may include a wired network or a wireless network.,네트워크(40)는 유선 네트워크 또는 무선 네트워크를 포함할 수 있다.
